id,created_at,empresa_id,DSProcesso,sincEventos,area,ano_dsprocesso
1309,1701081672606,12,872.368/2023,1705923469455,,
1310,1701081672606,12,872.367/2023,1706907859704,,
1311,1701346998677,12,833.341/2023,1712049583651,,
1312,1701346998677,12,833.340/2023,1710880665176,,
1313,1701348404187,12,833.355/2023,1706907859568,,
1314,1701348404187,12,833.354/2023,1711186022550,,
1315,1701348404187,12,833.353/2023,1711186021469,,
1316,1701348404187,12,833.352/2023,1710859198676,,
1317,1701348404187,12,833.351/2023,1710927298668,,
1318,1701698617883,12,833.362/2023,1706907859433,,
1319,1701698632969,12,833.363/2023,1711186020443,,
1320,1701698632969,12,833.364/2023,1706907859290,,
1321,1701698632969,12,833.366/2023,1710859198531,,
1322,1701698632969,12,833.365/2023,1716989603918,,
1323,1701698632969,12,833.369/2023,1710927295265,,
1324,1701698632969,12,833.368/2023,1710927293264,,
1325,1701698632969,12,833.370/2023,1711186019544,,
1326,1701698632969,12,833.371/2023,1706907859156,,
1327,1701698632969,12,833.372/2023,1711186018743,,
1328,1701698632969,12,833.373/2023,1710927290364,,
1329,1701698632969,12,833.374/2023,1710859198399,,
1330,1701698632969,12,833.375/2023,1710927288666,,
1331,1701698632969,12,833.376/2023,1706907859006,,
1332,1701698632969,12,833.377/2023,1706907858879,,
1333,1701698632969,12,833.378/2023,1710927286483,,
1334,1701698650705,12,833.379/2023,1710927284267,,
1335,1701698650705,12,833.380/2023,1711186017858,,
1336,1701698650705,12,833.383/2023,1710927282177,,
1337,1701698650705,12,833.381/2023,1712049707743,,
1338,1701698650705,12,833.384/2023,1706907858747,,
1339,1701698650705,12,833.385/2023,1710927279468,,
1340,1701698650705,12,833.386/2023,1711186017147,,
1341,1701698650705,12,833.388/2023,1710927277471,,
1342,1701698650705,12,833.389/2023,1710927275063,,
1343,1701698650705,12,833.391/2023,1706907858515,,
1344,1701698650705,12,833.392/2023,1710927273464,,
1345,1701698650705,12,833.393/2023,1711186016259,,
1346,1701698650705,12,833.394/2023,1705924256751,,
1347,1701698650705,12,833.396/2023,1715592296789,,
1348,1701698650705,12,833.397/2023,1715592295999,,
1349,1701698664971,12,833.413/2023,1711186015262,,
1350,1701698664971,12,833.411/2023,1706907858364,,
1351,1701698664971,12,833.409/2023,1712049706760,,
1352,1701698664971,12,833.407/2023,1711186014647,,
1353,1701698664971,12,833.406/2023,1708358962026,,
1354,1701698664971,12,833.405/2023,1710927271366,,
1355,1701698664971,12,833.404/2023,1711186013943,,
1356,1701698664971,12,833.403/2023,1711186013144,,
1357,1701698664971,12,833.402/2023,1710927267965,,
1358,1701698664971,12,833.401/2023,1710927264763,,
1359,1701698664971,12,833.400/2023,1708358961129,,
1360,1701698664971,12,833.399/2023,1710927262267,,
1361,1701698664971,12,833.398/2023,1710927259874,,
1368,1702676745736,12,833.419/2023,1710880664777,,
1369,1702676745736,12,833.420/2023,1710927257673,,
1370,1702676761152,12,833.422/2023,1710927252965,,
1371,1702676761152,12,833.517/2023,1706907858229,,
1372,1702676761152,12,833.518/2023,1710927249973,,
1373,1702676761152,12,833.519/2023,1710927249078,,
1374,1702676761152,12,833.520/2023,1710927248180,,
1375,1702676761152,12,833.521/2023,1710859198266,,
1376,1702676761152,12,833.522/2023,1710859198129,,
1377,1702676761152,12,833.523/2023,1710859197982,,
1378,1702676761152,12,833.524/2023,1710859197850,,
1379,1702676761152,12,833.525/2023,1710859197725,,
1380,1702676761152,12,833.526/2023,1706907858093,,
1381,1702676761152,12,833.527/2023,1710859197584,,
1382,1702676761152,12,833.528/2023,1710859197449,,
1383,1702676761152,12,833.529/2023,1710927247364,,
1384,1702676761152,12,833.530/2023,1710927246277,,
1385,1702676770415,12,833.537/2023,1710927245368,,
1386,1702676770415,12,833.534/2023,1710927244469,,
1387,1702676770415,12,833.536/2023,1710927243573,,
1388,1702676770415,12,833.535/2023,1710927242381,,
1389,1702676770415,12,833.533/2023,1710927241475,,
1390,1702676770415,12,833.532/2023,1710927240564,,
1391,1702676770415,12,833.531/2023,1710927239582,,
1392,1702896361938,12,833.556/2023,1711186012144,,
1393,1702896361938,12,833.557/2023,1711186011056,,
1394,1702896361938,12,833.558/2023,1711186010360,,
1395,1702896361938,12,833.559/2023,1711186009643,,
1396,1702896361938,12,833.560/2023,1711470823948,,
1397,1702896361938,12,833.561/2023,1711186008546,,
1398,1702896361938,12,833.562/2023,1711186007845,,
1399,1702896361938,12,833.563/2023,1711186007059,,
1400,1702896369053,12,833.564/2023,1711186006148,,
1401,1702896369053,12,833.566/2023,1711186005145,,
1402,1702896369053,12,833.567/2023,1711186004157,,
1403,1702896369053,12,833.568/2023,1712049705647,,
1404,1702896431462,12,833.572/2023,1712049704744,,
1405,1702896431462,12,833.569/2023,1706907857964,,
1406,1702896431462,12,833.497/2023,1710927238465,,
1407,1702896431462,12,833.496/2023,1710927234869,,
1408,1702896431462,12,833.495/2023,1710927233470,,
1409,1702896431462,12,833.494/2023,1710927232768,,
1410,1702896431462,12,833.493/2023,1710927231664,,
1411,1702896431462,12,833.492/2023,1710927230764,,
1412,1702896431462,12,833.491/2023,1710927229869,,
1413,1702896431462,12,833.490/2023,1710927229063,,
1414,1702896431462,12,833.489/2023,1710927228278,,
1415,1702896431462,12,833.488/2023,1710927227371,,
1416,1702896431462,12,833.487/2023,1710927226484,,
1417,1702896431462,12,833.485/2023,1710859197323,,
1418,1704388554905,12,840.092/2010,1726576373236,,
1424,1706735852713,12,830.140/2024,1710859197184,,
1425,1706735852713,12,830.141/2024,1710859197054,,
1426,1706735852713,12,830.142/2024,1710859196930,,
1427,1707747043588,12,850.150/2024,1710859196771,,
1428,1707747043588,12,850.154/2024,,,
1429,1707747043588,12,850.152/2024,,,
1430,1707747043588,12,850.151/2024,1710927225571,,
1431,1707747043588,12,850.153/2024,,,
1432,1708002351658,12,848.075/2024,1714832595633,,
1433,1708452618795,12,872.137/1996,1708460342042,,
1434,1708452727653,12,870.456/2001,1720887836055,,
1435,1708452777555,12,807.144/1977,1719252295615,,
1436,1708452874066,12,840.088/1994,1708459784330,,
1437,1708452901057,12,840.002/1999,1708459581522,,
1438,1708452920586,12,860.831/2001,1708459475429,,
1439,1708452941450,12,810.646/2003,1708459356321,,
1440,1708452959194,12,806.014/2001,1708459300520,,
1441,1708453245158,12,850.022/2004,1727355594327,,
1442,1708720963965,12,890.015/2024,1712222444558,,
1443,1708950009351,12,867.112/2017,1708950026525,,
1444,1709124754853,12,846.060/2024,1712136044464,,
1445,1709248497828,12,830.396/2024,1719416034417,,
1446,1709248497828,12,830.382/2024,1716989600118,,
1447,1709248497828,12,870.268/2024,1710927224582,,
1448,1709248497828,12,830.397/2024,1715592295198,,
1449,1709248497828,12,830.379/2024,1715592293387,,
1450,1709248497828,12,830.385/2024,1716989597612,,
1451,1709248497828,12,830.386/2024,1716989594715,,
1452,1709248497828,12,830.391/2024,1716989590411,,
1453,1709248497828,12,830.388/2024,1716989586611,,
1454,1709248497828,12,830.381/2024,1716989584012,,
1455,1709248497828,12,830.389/2024,1717781359928,,
1456,1709248497828,12,830.393/2024,1717781356630,,
1457,1709248497828,12,830.387/2024,1719416033417,,
1458,1709248497828,12,830.392/2024,1716989581811,,
1459,1709248505845,12,830.394/2024,1719416032327,,
1460,1709248505845,12,830.395/2024,1716989578318,,
1461,1709564583893,12,848.091/2024,1720539251756,,
1462,1709564583893,12,846.064/2024,1714832592739,,
1463,1709564583893,12,846.063/2024,1713086445964,,
1464,1709564583893,12,846.062/2024,1713086445062,,
1465,1709750968219,12,834.690/2010,1716910441212,,
1466,1709751114694,12,832.957/2003,1716910439514,,
1467,1711283450407,12,840.893/2011,1723816840234,,
1468,1711400892971,12,850.232/2024,,,
1469,1711400892971,12,850.233/2024,,,
1470,1711400892971,12,850.234/2024,,,
1471,1711400892971,12,850.235/2024,,,
1472,1711400892971,12,850.236/2024,,,
1473,1711974142953,12,870.459/2024,1714036965635,,
1474,1711974142953,12,870.611/2024,1719416031419,,
1475,1711974142953,12,870.612/2024,1719416030516,,
1476,1712084829120,12,870.554/2024,,,
1477,1712084829120,12,870.556/2024,,,
1478,1712084829120,12,870.557/2024,,,
1479,1712084829120,12,870.559/2024,,,
1480,1712084829120,12,870.560/2024,,,
1481,1712084829120,12,870.563/2024,,,
1482,1712084829120,12,870.564/2024,,,
1483,1712084829120,12,870.566/2024,,,
1484,1712084829120,12,870.568/2024,,,
1485,1712084829120,12,870.569/2024,,,
1486,1712084829120,12,870.570/2024,,,
1487,1712084829120,12,870.571/2024,,,
1488,1712084829120,12,870.572/2024,,,
1489,1712084829120,12,870.573/2024,,,
1490,1712084829120,12,870.574/2024,,,
1491,1712084841760,12,870.575/2024,,,
1492,1712084841760,12,870.576/2024,,,
1493,1712084841760,12,870.577/2024,,,
1494,1712084841760,12,870.578/2024,,,
1495,1712084841760,12,870.579/2024,,,
1496,1712084841760,12,870.580/2024,,,
1497,1712084841760,12,870.581/2024,,,
1498,1712084841760,12,870.582/2024,,,
1499,1712084841760,12,870.583/2024,,,
1500,1712084841760,12,870.584/2024,,,
1501,1712084841760,12,870.586/2024,,,
1502,1712084841760,12,870.585/2024,,,
1503,1713182917100,12,830.796/2024,1716989575011,,
1504,1713182917100,12,830.797/2024,1716989570310,,
1505,1716906882322,12,830.907/2024,1719416029629,,
1506,1716906882322,12,830.909/2024,1720837220555,,
1507,1716906882322,12,830.913/2024,1719416029014,,
1508,1716906904222,12,830.915/2024,1720837215556,,
1509,1716906904222,12,830.914/2024,1720837210850,,
1510,1716906904222,12,830.905/2024,1719416027421,,
1511,1716906904222,12,830.911/2024,1720837208449,,
1512,1716907046523,12,831.005/2024,1719416026726,,
1513,1716907046523,12,831.006/2024,1720539247361,,
1514,1716907217715,12,870.787/2024,1719416025927,,
1515,1716907217715,12,870.786/2024,1719416025213,,
1516,1716907436327,12,830.902/2024,1719416024321,,
1517,1717165142046,12,831.710/2022,1717165191228,,
1518,1717165142046,12,831.711/2022,1717165190330,,
1519,1717165142046,12,831.712/2022,1717165189622,,
1520,1717165142046,12,831.713/2022,1717165188915,,
1521,1717165142046,12,831.714/2022,1717165188026,,
1522,1717175600889,12,830.002/2004,1717175649420,,
1523,1717415011212,12,860.604/2024,1726782127724,,
1524,1717415011212,12,860.603/2024,1720539244160,,
1525,1718047284420,12,866.513/2013,1723816839335,,
1526,1718047284420,12,866.294/2013,1718047310261,,
1527,1718047284420,12,866.105/2013,1718047308070,,
1528,1718047308028,12,866.934/2012,1718047387270,,
1529,1718047324509,12,866.247/2011,1718047385659,,
1530,1718047358510,12,866.085/2009,1718047381769,,
1531,1718047423095,12,866.778/2006,1723816837429,,
1532,1718047439199,12,866.633/2006,1726576366945,,
1533,1718047458155,12,866.632/2006,1718047556873,,
1534,1718047458155,12,866.578/2006,1718047555461,,
1535,1718047495703,12,867.246/2005,1718047570274,,
1536,1718047657755,12,866.086/2009,1719957529062,,
1537,1718047657755,12,866.084/2009,1723816829921,,
1538,1718047657755,12,866.082/2009,1723816819724,,
1539,1718047657755,12,866.081/2009,1723816802352,,
1540,1718047657755,12,866.080/2009,1718047729760,,
1541,1718047657755,12,866.079/2009,1723816790820,,
2908,1720468240298,12,832.418/2023,1720468248761,,
2909,1720468363607,12,832.419/2023,1720468366664,,
2910,1720468377345,12,832.420/2023,1720468433761,,
2911,1720468393478,12,832.421/2023,1720468432256,,
2912,1720468406708,12,832.422/2023,1720468431157,,
2913,1720468423455,12,832.423/2023,1720468428861,,
2914,1720470234139,12,832.225/2023,,,
2915,1720470260267,12,832.433/2023,1720470289064,,
2916,1720470278405,12,832.434/2023,1720470288262,,
2917,1720470301908,12,832.435/2023,1720470353057,,
2918,1720470334732,12,832.436/2023,1720470351263,,
2919,1720470372942,12,832.796/2023,1720470414469,,
2952,1720470393078,12,832.797/2023,1720470413664,,
2953,1720470530202,12,832.798/2023,1720470585672,,
2957,1721939087591,12,831.381/2020,1721939249697,,
2958,1721939103537,12,831.369/2020,1721939248004,,
2959,1721939120734,12,830.699/2021,1721939246282,,
2960,1721939133694,12,830.737/2021,1721939244297,,
2961,1721939155531,12,831.598/2020,1721939242681,,
2990,1721939189096,12,830.691/2021,1721939241586,,
2992,1721939405633,12,831.388/2020,1721939451487,,
2993,1721939845607,12,830.652/2020,1721939874293,,
2994,1721939861464,12,832.177/2023,1721939873308,,
2995,1721939874077,12,832.179/2023,1721939927086,,
2996,1721939886420,12,832.175/2023,1721939924484,,
2997,1721939900599,12,832.174/2023,1721939923483,,
2998,1721940033216,12,832.387/2023,1721940052300,,
2999,1721940044665,12,832.388/2023,1721940051421,,
3000,1721940055540,12,832.389/2023,1721940127917,,
3001,1721940066828,12,832.390/2023,1721940126292,,
3002,1721940077907,12,832.391/2023,1721940124198,,
3003,1721940089644,12,832.392/2023,1721940123202,,
3004,1721940101189,12,832.393/2023,1721940121396,,
3005,1721940111957,12,832.394/2023,1721940119118,,
3006,1721940123469,12,832.395/2023,1721940177299,,
3007,1721940135041,12,832.396/2023,1721940176484,,
3008,1721940145681,12,832.397/2023,1721940172082,,
3009,1721940155761,12,832.398/2023,1721940170698,,
3010,1721940394709,12,832.608/2023,1721940479001,,
3011,1721940405147,12,832.609/2023,1721940477935,,
3043,1721940442835,12,832.610/2023,1721940477025,,
3044,1721940454919,12,832.611/2023,1721940476086,,
3045,1721940463832,12,832.612/2023,1721940474881,,
3046,1721940473180,12,832.613/2023,1721940548687,,
3047,1721940484059,12,832.614/2023,1721940547703,,
3048,1721940494771,12,832.615/2023,1721940546699,,
3049,1721940505445,12,832.616/2023,1721940545796,,
3050,1721940516120,12,832.617/2023,1721940544086,,
3051,1721940527202,12,832.618/2023,1721940543183,,
3052,1721940537463,12,832.619/2023,1721940540584,,
3053,1721940549589,12,832.642/2023,1721940596203,,
3076,1721940780549,12,832.556/2023,1721940848481,,
3077,1721940790263,12,832.557/2023,1721940843982,,
3078,1721940800458,12,832.558/2023,1721940841283,,
3079,1721940810316,12,832.559/2023,1721940839302,,
3080,1721940821540,12,832.560/2023,1721940838385,,
3081,1721940830554,12,832.561/2023,1721940891927,,
3082,1721940839289,12,832.562/2023,1721940906148,,
3083,1721940849020,12,832.563/2023,1721940903881,,
3084,1721940860572,12,832.564/2023,1721940900483,,
3085,1721940870962,12,832.565/2023,1721940897993,,
3086,1721940883949,12,832.566/2023,1721940896993,,
3087,1721941205365,12,832.946/2023,1721941283824,,
3088,1721941218407,12,832.947/2023,1721941282219,,
3120,1721941278318,12,820.453/2023,1721941309883,,
3121,1721941287041,12,820.454/2023,1721941307193,,
3124,1721942828736,12,830.698/2021,1721942868707,,
3125,1721990035373,12,864.207/2018,1721990091214,,
3126,1721990058517,12,864.152/2018,1721990100599,,
3127,1721990074052,12,864.151/2018,1721990098998,,
3128,1721990086533,12,864.150/2018,1721990097137,,
3129,1721990099312,12,864.149/2018,1721990159823,,
3130,1721990114712,12,864.206/2018,1721990157943,,
3131,1721990127963,12,864.205/2018,1721990155739,,
3132,1721990141388,12,864.204/2018,1721990151721,,
3133,1721990156995,12,864.203/2018,1721990213608,,
3134,1721990172235,12,864.202/2018,1721990210799,,
3135,1721990186464,12,864.153/2018,1721990208399,,
3136,1721990211917,12,860.125/2020,1721990281198,,
3137,1721990238707,12,860.124/2020,1721990279417,,
3138,1721990253878,12,860.123/2020,1721990274817,,
3139,1721990272131,12,864.076/2020,1721990330304,,
3140,1721990303751,12,860.527/2020,1721990396906,,
3141,1721990326392,12,864.179/2020,1721990395105,,
3168,1721990344332,12,864.180/2020,1721990393099,,
3169,1721990363617,12,864.181/2020,1721990388224,,
3170,1721990376655,12,864.182/2020,1721990387732,,
3171,1721990423339,12,860.603/2020,1721990446911,,
3172,1721990445045,12,864.183/2020,1721990513200,,
3173,1721990462868,12,811.686/1975,1721990512524,,
3174,1721990482359,12,811.689/1975,1721990508921,,
3175,1721990503884,12,811.702/1975,1721990587822,,
3176,1721990523017,12,800.744/1978,1721990582823,,
3177,1721990541995,12,860.310/1984,1721990572036,,
3178,1721990578160,12,860.317/1984,1721990639019,,
3179,1721990594131,12,860.753/2021,1721990643127,,
3180,1721990611654,12,860.752/2021,1721990641813,,
3181,1721990629226,12,864.072/2022,1721990701927,,
3182,1721990645734,12,864.109/2022,1721990717211,,
3183,1721990660016,12,860.380/2022,1721990714006,,
3184,1721990672863,12,860.382/2022,1721990712417,,
3185,1721990687323,12,860.384/2022,1721990710003,,
3186,1721990703936,12,860.385/2022,1721990707299,,
3187,1721990717222,12,860.386/2022,1721990751312,,
3188,1721990731425,12,860.387/2022,1721990750299,,
3189,1721990797762,12,860.390/2022,1721990878921,,
3190,1721990810321,12,860.391/2022,1721990877219,,
3215,1721990876307,12,860.392/2022,1721990932807,,
3216,1721990888114,12,860.393/2022,1721990931800,,
3217,1721990898521,12,864.120/2022,1721990929719,,
3218,1721990911220,12,864.121/2022,1721990929314,,
3219,1721990924932,12,864.255/2022,,,
3220,1721990953874,12,864.256/2022,,,
3221,1721990963640,12,861.021/2022,1721990995399,,
3222,1721990975822,12,861.023/2022,1721990994416,,
3223,1721990987886,12,864.029/2023,1721990993218,,
3224,1721991000373,12,860.086/2023,1721991131210,,
3225,1721991012108,12,860.087/2023,1721991129920,,
3226,1721991024390,12,860.088/2023,1721991128617,,
3227,1721991037317,12,860.908/2018,1721991127418,,
3228,1721991051828,12,860.909/2018,1721991125722,,
3248,1721991101621,12,860.910/2018,1721991123204,,
3249,1721991113396,12,860.332/2020,1721991121220,,
3250,1721991122870,12,860.378/2020,1721991196926,,
3251,1721991135652,12,864.251/2004,1721991192698,,
3252,1721991150236,12,864.170/2007,1721991189624,,
3253,1721991164618,12,864.056/2010,1721991227318,,
3254,1721991176816,12,864.381/2011,1721991186330,,
3255,1721991188618,12,864.059/2012,1721991232220,,
3256,1721991226131,12,860.066/2009,1721991230508,,
3257,1721992641082,12,860.067/2009,1721992676133,,
3258,1721992653432,12,861.107/2023,1721992675198,,
3259,1721992666328,12,861.108/2023,1721992673798,,
3260,1721992680689,12,861.109/2023,1730893217025,,
3290,1721992715293,12,861.110/2023,,,
3291,1721992728032,12,861.173/2023,1721992792714,,
3292,1721992738376,12,861.174/2023,1721992792323,,
3293,1721992763560,12,861.175/2023,1721992791211,,
3294,1721992774845,12,861.177/2023,,,
3295,1721992786958,12,861.178/2023,1721992798899,,
3296,1721992799817,12,861.181/2023,1721992850525,,
3297,1721992811758,12,861.182/2023,1721992849520,,
3298,1721992825846,12,861.184/2023,1721992848201,,
3299,1721992839364,12,861.185/2023,1721992845905,,
3308,1723044441923,12,870.851/2024,,,
3309,1723044441923,12,870.852/2024,,,
3310,1723234603792,12,870.993/2024,1726782127571,,
3311,1723234603792,12,870.995/2024,1726782127384,,
3312,1723234603792,12,870.997/2024,1726782127227,,
3313,1723234603792,12,870.998/2024,1726782126917,,
3314,1723234603792,12,871.000/2024,1726782126782,,
3315,1723234603792,12,871.001/2024,1726782126623,,
3316,1723234603792,12,871.002/2024,1726782126461,,
3317,1723234603792,12,871.003/2024,1726782126301,,
3318,1723234603792,12,871.004/2024,1726782126171,,
3319,1723234603792,12,871.005/2024,1726782125927,,
3320,1723234603792,12,871.006/2024,1726782125803,,
3321,1723234603792,12,871.008/2024,1726782125682,,
3322,1723234603792,12,871.007/2024,1726782125532,,
3323,1723505378753,12,848.218/2021,1732013161973,,
3324,1723505400191,12,846.244/2021,1723505446747,,
3325,1723505416392,12,848.219/2021,1725555950296,,
3326,1723644684661,12,820.116/2019,1723644714516,,
3327,1723819879930,12,848.283/1999,1723819929223,,
3328,1723819895496,12,300.580/2019,,,
3329,1723819914052,12,846.235/2014,1723819967416,,
3330,1725449007584,12,831.407/2024,1726742812979,,
3331,1725449023511,12,831.412/2024,1726742811780,,
3332,1725449035744,12,831.411/2024,,,
3333,1725449055609,12,831.410/2024,1726742810570,,
3334,1725449070013,12,831.408/2024,1726742807971,,
3335,1725465741105,12,890.143/2018,1725465766582,,
3336,1725465741105,12,890.142/2018,1725465766084,,
3337,1727090378814,12,848.158/2010,1727355593922,,
3338,1727091061861,12,848.472/2010,,,
3339,1727091096548,12,848.473/2010,,,
3340,1727091117630,12,848.471/2010,,,
3341,1727091155820,12,848.058/2011,,,
3342,1727091233776,12,848.330/2023,,,
3343,1727091244130,12,848.329/2023,,,
3344,1727091253410,12,848.331/2023,,,
3345,1727091268109,12,848.334/2023,,,
3346,1727091291733,12,848.223/2013,1727355593801,,
3347,1727354067799,12,831.892/2024,,,
3348,1727441108559,12,864.239/2024,1730717623094,,
3349,1727725421284,12,846.262/2023,,,
3350,1727725454260,12,846.264/2023,,,
3351,1727725467849,12,846.254/2023,1729773401994,,
3352,1727725481276,12,300.310/2022,,,
3353,1727725530524,12,302.689/2015,,,
3354,1727725543869,12,846.127/2009,1727725620447,,
3355,1727725563100,12,848.004/2007,1727725621442,,
3356,1727964944192,12,831.917/2024,,,
3357,1727965247115,12,810.786/2024,,,
3358,1730212650751,12,300.579/2019,,,
3359,1730212819927,12,846.183/2013,1730212842181,,
3360,1731673948526,12,810.978/2024,,,
3361,1731673981976,12,810.977/2024,,,
3362,1732289805787,12,826.388/2010,1732289863163,,
3363,1732293549745,12,826.369/2006,1732293584165,,
